,User,Tweet
4943,Oprah,"@AskVasavi @SPressfield ""you Have a mind. You are not your mind"" . this is 🔑 to open door of spiritual growth. #SuperSoulSunday"
4944,Oprah,@alexgilbertnz @vitadapr 4 am thank you # supersoulsunday
4945,Oprah,@ZaraGreen @everythingro @OWNTV @OWNAmbassadors great I love when that happens. #SuperSoulSunday
4946,Oprah,@vitadapr  where in Italy are you watching? #SuperSoulSunday
4947,Oprah,"Resistance is just like gravity.. WoWZER for me, never thought of it that way before. Thanks @SPressfield # supersoulsunday"
4948,Oprah,RESISTANCE I think we've all experienced it but didn't have a name for it. Thanks @SPressfield #SuperSoulSunday
4949,Oprah,"""Resistance is a Force of nature"" ... Did anyone else feel relief or aha hearing that? #SuperSoulSunday"
4950,Oprah,"""The more important an activity is to your soul..the more RESISTANCE you will feel"" this was a 🔔🔔AHA moment! Thanks@SPressfield"
4951,Oprah,@IamTaurence never too young to be in Flow. I teach my girls. Flow=Bliss. #SuperSoulSunday
4952,Oprah,.@CarpeDiemJBS agree.. Zone=Sweet Spot=Flow. #allgood #SuperSoulSunday
4953,Oprah,.@SPressfield @SuperSoulSunday so far so great! Thanks. #SuperSoulSunday
4954,Oprah,"""Did I overcome resistance today"" ? A new way of looking at your life. Thanks @SPressfield  #SuperSoulSunday"
4955,Oprah,Hope you're watching on @OWNtv. Our global friends join us LIVE Stream right now on http://t.co/xsRHg1qMPk #SuperSoulSunday
4956,Oprah,@mayawatson just sent u an email. #SuperSoulSunday
4957,Oprah,Ready . Set. TWEET!  ROll Call ...who's present? #SuperSoulSunday
4958,Oprah,@cherylaction yes agree
4959,Oprah,".@MalikaGhosh @CDNOWNViewers @TEAVANA yes, I love the ritual of it. I steam and foam almond milk and make chai latte #ilovechai"
4960,Oprah,".@legalpumpkin @CDNOWNViewers @MalikaGhosh  new insights for sure. Going to walk the dogs, brew my Chai.. See u in 85 mins. #SuperSoulSunday"
4961,Oprah,.@CDNOWNViewers @MalikaGhosh  my new favorite Maharaja Oolong chai from @TEAVANA  #delicious
4962,Oprah,. @PanacheDesai morning. Can't wait for you to see it. From my front yard under my pepper tree. #SuperSoulSunday
4963,Oprah,@jillienp will you be watching with us? #SuperSoulSunday
4964,Oprah,@MalikaGhosh @SuperSoulSunday what no chai?
4965,Oprah,"@cherylaction today you'll learn about the ""Law of Resistance"" that rises against every dream. I didn't realize it was a law, like gravity."
4966,Oprah,Super Soul Sunday in less than 2 hours.  excited for you all to get the aha's I did. Get inspired to start a new week! #SuperSoulSunday
4967,Oprah,@sandyabrams @southernliving WOWZa . Thanks . These recipes make my oatmeal with figs and walnuts seem pretty tame.
4968,Oprah,Today's special. avocados #greatguacamole and figs. Gonna chop the figs and cook in oatmeal #delicious… http://t.co/hA9lJnXM9h
4969,Oprah,"Big thanks to @CableFAX for recognizing #NextChapter, #Lifeclass and #BlackboardWars yesterday! #CableAwards"
4970,Oprah,@RichOnOWN   I'm  at dinner missing it. But they are FUN! # ForBetter
4971,Oprah,Look who stopped by for lunch! #ForBetter .. Cast http://t.co/FbQDcDADZa
4972,Oprah,"@3LWTV no different than when my dog Gracie died. She raced everywhere, And the day she died , I knew it was a sign for me to SLOWDOWN ."
4973,Oprah,".@CindyReynolds exactly, Cindy. never had a breakdown. not even close. story blown way out of proportion. #OverWorked"
4974,Oprah,@3LWTV @mialoungelondon you have a twin?
4975,Oprah,Thanks @BreneBrown and All  who watched with us. Appreciate  you. #Lifeclass
4976,Oprah,"Lifeclassers, excited to do the #OLCBreneCourse with you! @BreneBrown will lead us in a 6 wk whole-hearted revolution http://t.co/RErva4o7Jy"
4977,Oprah,".@politicalcomic the Bible says it another way"" cast not your pearls before swine"".
Same thing . #Lifeclass"
4978,Oprah,@This_is_Chronic you're wrong.
4979,Oprah,.@kurvygirlz   being vulnerable is being authentic . Once you get that it gets easier I think. #Lifeclass
4980,Oprah,@nada0971 I hear you.  Re: @BreneBrown  and her OWN show.
4981,Oprah,You cannot be vulnerable with people you do not trust. #Lifeclass
4982,Oprah,@BreneBrown but you did it in less than 3. You're a pro sistah. #LifeClass
4983,Oprah,@GrowingOWN so true. Best years are ahead for you Britt.
4984,Oprah,@jillienp @BreneBrown  when you get clear everything gets easier. Are you there yet ? #Lifeclass
4985,Oprah,"""We share with people who've earned the right to hear our story "".. So true @BreneBrown  #Lifeclass"
4986,Oprah,@MalikaGhosh shout Out!!
4987,Oprah,@cherylaction @GrowingOWN @SheriSalata @BreneBrown  great Cheryl! More self improvement and empowerment!
4988,Oprah,"This was powerful...""when failure is not an option, innovation not an option"". @BreneBrown  #Lifeclass"
4989,Oprah,.@MSLikeMe @BreneBrown vulnerability lets people connect and relate to you . So glad I learned this  early . #Lifeclass
4990,Oprah,@Tash1216 @BreneBrown @OWNTV so authentically herself that Brene! #Lifeclass
4991,Oprah,.@BreneBrown believes life is about showing up and being seen. I couldn't agree more so we teamed up #OLCBreneCourse http://t.co/nNy2R0yLex
4992,Oprah,"Love this"" if you're not in the arena trying...not interested in your opinion "".  Thanks @BreneBrown .  #Lifeclass"
4993,Oprah,"@drewleonard @BreneBrown no courage without fear, I get that. #Lifeclass"
4994,Oprah,.@Krisredd @BreneBrown ready and present. #LifecClass
4995,Oprah,@RichOnOWN @ahaafrica @SuperSoulSunday so cool.
4996,Oprah,"@ShiLove7 @SheriSalata @DeepakChopra I love this idea , glad you do too.  #helpdesk"
4997,Oprah,.@fourievn you know you can LIVE stream right? #SuperSoulSunday
4998,Oprah,That was fun! Super Soulers Thanks for trending with us. Make the moments matter !
4999,Oprah,@keltiejohnson PAR-TAYED!
5000,Oprah,"""There's a peace that comes with your home and feeling like you fit in there""..loved this #SuperSoulSunday"
5001,Oprah,"@karlacrz well that 'a a big one . Google @marwilliamson quote re:""our deepest fear"". Beautiful line about ""playing small""."
5002,Oprah,"""My soul is where I live in silence""..@BobbyWilliamsB  loved this.
#SuperSoulSunday"
5003,Oprah,"@Bionca @MalikaGhosh @_ohmamaMIYA yep the""struggle"" prepares you for the Reality of life. That's why I offer verrrry limited allowances."
5004,Oprah,@_ohmamaMIYA being poor in college is a rite of passage. I keep reminding my girls of that. They're all getting part time jobs.
5005,Oprah,@DefinitelyLisa   by 9am? You win! #TearsOfJoy #SuperSoulSunday
5006,Oprah,Can't remember when I laughed til #tearsofjoy can you? #SuperSoulSunday
5007,Oprah,"@Ivanmolina777 @SportsCenter ever tried getting your ""chai"" on ?"
5008,Oprah,I did play last nite.. Can you say Mick Jaggerrrrr! #SuperSoulSunday
5009,Oprah,.@BobbyWilliamsB  give us the 6 doctors again. #SuperSoulSunday
5010,Oprah,To  live in fully blossomed AWARENESS .. That's my goal. #SuperSoulSunday  #28000days
5011,Oprah,.@PowerfulWill @MarielHemingway  @3LWTV me too loving the 6 doctors. Great way to view life.  #SuperSoulSunday
5012,Oprah,.@BobbyWilliamsB  of course you've been on the mountain already! #SuperSoulSunday
5013,Oprah,@WisdomWhispers @OWNAmbassadors @MarielHemingway  even back spasms have a message. # supersoulsunday
5014,Oprah,@eriklogan_elo does your ritual involve a surf board? #SuperSoulSunday
5015,Oprah,".@Owners YAaAay! Thanks team Twitter!
#SuperSoulSunday"
5016,Oprah,A daily ritual is a vote for yourself . What's your daily ritual? #SuperSoulSunday
5017,Oprah,.@Owners mine is Chai. Just made it!
5018,Oprah,"""It's about making your Life a Mindful Practice"". I try to live this too. @MarielHemingway #SuperSoulSunday"
5019,Oprah,"@mayawatson this was shot in my front yard, the whole scene is a big AHA. #SuperSoulSunday"
5020,Oprah,.@CarpeDiemJBS streaming from my kitchen.. #SuperSoulSunday
5021,Oprah,.@shaynetraviss wild/ fun party. I didn't dance with Mick. just stood there gawking!
5022,Oprah,Ready Set TWEET!  #SuperSoulSunday http://t.co/OA9R3Y14jF
5023,Oprah,My first time meeting Mick  Jagger!  And yes he dances like MICK JAGGER? http://t.co/GVFzsnAtZJ
5024,Oprah,Something I never imagined seeing in this lifetime...Gayle dancing with Mick Jagger!!!! http://t.co/XwCYyDIc82
5025,Oprah,Party  Ovah Here!  @jimmywin81 iovine 's.  Late nite with the  Fellas! http://t.co/afqtnMdZ0P
5026,Oprah,@SeanMartinelli  if that's our intention. So  it will be. I'm looking for ratings AND inspired Super-Soulers.
5027,Oprah,@WidowintheCity back at cha!
5028,Oprah,.@3LWTV @GrowingOWN @RevEdBacon @MarielHemingway Global connections. #SuperSoulSunday
5029,Oprah,@RichOnOWN  happy Saturday Cruse man .
5030,Oprah,.@GrowingOWN @RevEdBacon  @MarielHemingway  I've been happily waiting to share this new season with you all. Tweet jam! #SuperSoulSunday
5031,Oprah,SUPER SOULERS! Are you ready to build your spiritual muscles? READ THIS: http://t.co/yebDpzR2Zd #SuperSoulSunday
5032,Oprah,THANKS ALL especially you @BishopJakes ..That was  INSPIRING and FUN!!! # lifeClass
5033,Oprah,@cherylaction Shoutin' with you Cheryl! #10GallonClub
5034,Oprah,@paulatrenfroe powerful.
5035,Oprah,“@OwnAmbassador: @Oprah Don't give up the love of your life so you can have the endorsement of your family. #LifeClass” lived this too.
5036,Oprah,@SISTERBRATION @BishopJakes yep 10gallon vs.pint  did it !  Cam't get clearer than that
5037,Oprah,"""When you are a 10 gallon person dealing with pint size people""..it doesn't fill you up . @BishopJakes  Best aha of the night for me!"
5038,Oprah,@3LWTV @CarpeDiemJBS nope..tweeting with y'all.  It's the art/technical  awards.
5039,Oprah,".@meftihe me too.. The"" 10 Gallon"" reminder was BIG for me! #Lifeclass"
5040,Oprah,"Wow  "" YOU MUST SAVE YOURSELF ""  did that resonate with you guys? #LifeClass"
5041,Oprah,"""There may come a time when you can't save the relationship , but you MUST SAVE YOURSELF""! @BishopJakes  Brilliant!! #LifeClass"
5042,Oprah,Hard to move forward with people in denial. #toxic #Lifeclass
5043,Oprah,@wolfwomandtp nothing wrong with that. You forgive..for yourself . Not the other person. So YOU can move forward. #Lifeclass
5044,Oprah,"@JaniceRJohnson1 @BishopJakes @OprahsLifeclass  me too Janice, and I was THERE!  #Lifeclass"
5045,Oprah,"Loved this one... ""Opportunity to change the culture of the family"". Great advice@BishopJakes . #Lifeclass"
5046,Oprah,"""Family dinner and it didn't go well""... 3 years later still not speaking. #LifeClasss"
5047,Oprah,@KennardoHolder yes step out of your history into your Destiny! #LifeClasss
5048,Oprah,@1sistr @BishopJakes hi Jaqueline.. Your brother @BishopJakes is bringing it tonite! #Lifeclass
5049,Oprah,"""THIS IS NOT JUDGE JUDY...THIS IS LIFECLASS! thanks @BishopJakes #Lifeclass"
5050,Oprah,@mshelly56 @OWNTV @BishopJakes @Owners loved that too
5051,Oprah,.@EJP3m @BishopJakes  Preaching the truth.. Too often we don't cut to the root of the issue. Different love language. #@BishopJakes
5052,Oprah,"""If you don't find a way to love a flawed person, secretly you're teaching yourself that you're not loveable because of your flaws."""
5053,Oprah,"""When you hold on to your history you do so at the expense of your destiny.""  One of my top five quotes of all time thanks @BishopJakes"
5054,Oprah,"""Attack the issue.. Not the individual""! Loved this one too. @BishopJakes  #Lifeclass"
5055,Oprah,"""If you succeed in loving imperfect people, it means there's room for them to love imperfect you"" !  Loved this too.@BishopJakes #Lifeclass"
5056,Oprah,"This was my first fav.."" Family is a gymnasium for love to work out in""..!"
5057,Oprah,Ready Set TWEET...who's in Class? Roll Call! #Lifeclass
5058,Oprah,.@kenlikebarbie @OWNTV @BishopJakes  Here we GOOOO! #Lifeclass
5059,Oprah,@MalikaGhosh @wouldnotmind @ChipotleTweets I tried to go to Chipotle yesterday in between dorm settling. Line so long we went somewhere else
5060,Oprah,@nada0971 @BishopJakes tell hubby to watch too. #LifeClass in 90 minutes. Gonna go walk the dogs..see ya back here.
5061,Oprah,@shaynetraviss @nada0971 that's what I made.tomato and roasted pepper!
5062,Oprah,@nada0971 made salads for the week and big pot of tomato soup.
5063,Oprah,"So Proud of our team lead by  @eriklogan_elo @SheriSalata @jvanlokeren @jonnysinc . You""re all winners to me and @OWNTV !
#Emmys"
5064,Oprah,@SheriSalata @eriklogan_elo is that Jahara?
5065,Oprah,Only 2 hrs to healing your broken family relationship. Multiple aha's and Glory Hallelujerrrs w/@BishopJakes #Lifeclass
5066,Oprah,"@shryl @BishopJakes subject/ mending broken family relationships. Powerful insights , even if you think your family is perfect. #LifecClass"
5067,Oprah,@glamAtude @BishopJakes I promise you won't regret watching tonite. W/@BishopJakes #Lifeclass
5068,Oprah,@TyeTribbett you gettin' ready for tonite I see. Thank you very much. #Lifeclass #worthyourtime
5069,Oprah,If you've ever felt it hard to love family members that seemed unloveable.. Join us tonight for LifeClass w/@BishopJakes
5070,Oprah,If you've ever had a major disagreement with a member of your family.. Watch tonite's LifeClass w/@BishopJakes . #bringingfamiliestogether
5071,Oprah,Ok everyone gather your family for tonight's LifeClass with @BishopJakes promise it's worth your time. #bringingfamiliestogether
5072,Oprah,"@3LWTV @lizkinnell @DeepakChopra I""m on day 7 of original ABUNDANCE offering. It's awesome."
5073,Oprah,"@GaOWNers @Mistys_OWN nope , not allowed to stream prime time yet."
5074,Oprah,"Tonight's LIFECLASS  could be life changing for you if you""ve ever had a major disagreement with a family member. So many aha's."
5075,Oprah,"""God is the divine reminder of our inherit worthiness"" loved this. Thanks @BreneBrown  #supersoulsunday"
5076,Oprah,.@Mistys_OWN @BreneBrown new season you can watch on any device starting next week. #supersoulsunday
5077,Oprah,@DevlinHuxtable @3LWTV @lizkinnell @MalikaGhosh @BreneBrown think you're right my favorite is whichever Moment I'm in! #supersoulsunday
5078,Oprah,@3LWTV that box had pillows :) ! 15 girls settled in USA colleges  1 more to go next week.
5079,Oprah,.@3LWTV @lizkinnell @MalikaGhosh @BreneBrown mine too. So excited to launch a new season next week. Raising the Vibration from Maui.
5080,Oprah,".@lizkinnell @MalikaGhosh loving watching with you all.  ""Clarity of Values and Faith""  w/@BreneBrown  #supersoulsunday"
5081,Oprah,"@RichOnOWN @cherylaction @CDNOWNViewers @mybestlifecoach @BishopJakes  it's phenomenal television, I'm serious. #LifecClass"
5082,Oprah,.@Owners  @OWNAmbassadors let's encourage people to watch with their families . Even if family is in another state. #Lifeclass
5083,Oprah,@CDNOWNViewers @mybestlifecoach  I can't say enough about Tomorrow's pt.2 with @BishopJakes. Everybody with a Family outa watch! #LifeClass
5084,Oprah,"@BreneBrown @OWNTV @SuperSoulSunday hey Brene I'll be watching , tweeting. #SuperSoulSounday"
5085,Oprah,@tim_sweetiepies @OWNAmbassadors  love the like father/son Mohawks. #sweetiepies
5086,Oprah,"@mybestlifecoach  yes.Been to Home  Depot.. Office Depot. Safeway, and Walmart, felt like every human who saw me took a picture. #exhausted"
5087,Oprah,@MalikaGhosh  everybody except 1 more to go next week . 16 girls in USA colleges. Spread across the country.  120 in S.A. #collegelife
5088,Oprah,"@KingdomOrm @BishopJakes @OWNTV you are so right this week is gonna be AwESoME! Just watched it , and got Happy all over again. #Lifeclass"
5089,Oprah,College Move in Day! http://t.co/7W1XAv9gGz
5090,Oprah,@tylerperry hope you laugh this much and more today. Party like ..Barcardi ..like it's your birthday!… http://t.co/qPAnNjAPGU
5091,Oprah,Anticipaaation..Treats are coming! # yumyum http://t.co/gNadRPOhqT
5092,Oprah,Making home made doggie treats .. Oatmeal/cheese/bacon.. Oatmeal/ peanut butter #yumyum http://t.co/qpaHlJ38P6
5093,Oprah,Don't you love it when a tomato is real? Just picked these. #harvestday http://t.co/SIJzAoG7w6
5094,Oprah,Next week we open up to the whole family join us for another LIFFECLASS. #firedup
5095,Oprah,“@Owners: You can do it because you're not dead” loved this one too!
5096,Oprah,@GrowingOWN hey Brit!
5097,Oprah,.@3LWTV @BishopJakes @OWNTV love the full on energy of it! #Lifeclass
5098,Oprah,@SISTERBRATION @BishopJakes so smart.
5099,Oprah,@3LWTV @BishopJakes @OWNTV good stuff right?? #Lifeclass
5100,Oprah,You have to create a floor for your son to stand on!   Amen to that @BishopJakes
5101,Oprah,"Thought this was insightful "" men run from things they don't do right"". @BishopJakes  #Lifeclass"
5102,Oprah,@Melomaniac_V yay!! Thanks for joining us !
5103,Oprah,"""We comfort ourselves with our anger"".. @BishopJakes #Lifeclass"
5104,Oprah,Brandi we're standing up for you because you set aside your own feelings for your son. #Lifeclass
5105,Oprah,Yes that was Lynn Whitfield who just stood up! #Lifeclass
5106,Oprah,"""If you saw my failures would you still love me.. Women if you would love your man the way you love your sons ..@BishopJakes"
5107,Oprah,.@mictmichaelwall keep watching ..@BishopJakes hits that point outa the stadium. #LifeClass
5108,Oprah,@carlayi good aha ..let the healing begin🙏
5109,Oprah,This next story is such an example of a mother sacrificing for what's best for her son. #LifeClass
5110,Oprah,"This was good too, ""fathers are just as afraid as the sons...he is wounded too"". #Lifeclass"
5111,Oprah,".@BishopJakes Real fathers make deposits in you,that you can make withdrawals the rest of your life. Loved this didn't you?"
5112,Oprah,"1 in 3 kids in America now being raised without Dads at home. You Are one, know one,  dating one, married to one, or raising one. #lifeclass"
5113,Oprah,@DrWalker12 @johnlegend beautiful..
5114,Oprah,Ready Set TWEET! #LIFECLASS
5115,Oprah,@youszif nervous about sophomore in high school? The best is yet to come for sure!
5116,Oprah,Beautiful love song don't y'all think...@johnlegend ....I give you all all all of me!
5117,Oprah,@LaLaLandOWNers incredible really! #Lifeclass
5118,Oprah,@ReeAnders @owntv yay! Bring it OHIO!
5119,Oprah,@GaOWNers @mrmartinw @owntv watching @OWNTV
5120,Oprah,"@JustinSteelo tell her "" thank you"". Luv that you took your mom to @butlermovie"
5121,Oprah,@wouldnotmind yep.. Read NYT's front to back. Interesting article on Paul Kagame prez of Rwanda.
5122,Oprah,@torimolnar @bishopjakes were you there in Dallas?
5123,Oprah,Thank you @JohnLegend for the entire album! http://t.co/jzoHJb40KP
5124,Oprah,@ziggyzucchini did you see today?
5125,Oprah,Ok tweet mates only 45 mins to go til @BishopJakes lights up LIFECLASS !
5126,Oprah,Outside enjoying the Sunshine reading Sunday Papers. Only 6 hrs to LIFECLASS  with @BishopJakes . Gonna be  #firedUp
5127,Oprah,.@Official_AlexB_ @OWNTV @BishopJakes @GrowingOWN  I  am indeed pumped and ready. LIFECLASS will  be life Changing for so  many tonite.
5128,Oprah,"@KirstyTV @DrMayaAngelou that's so good. ""I forgive..I'm finished with you. I'm protecting myself"". #supersoulsunday"
5129,Oprah,.s@SeanMartinelli excited about the new season starting Sept. 22 #SuperSoulSunday
5130,Oprah,@justinmcarey @jasalata @DrMayaAngelou watching w/you. So fortunate  to have sat at her feet for years with these lessons. #SuperSoulSunday
5131,Oprah,.@tim_sweetiepies sorry to see u guys officially splitting. Make it peaceful to honor your son. #sweetiepies
5132,Oprah,@dsalko @TheReedsResort @pazzo315 had lunch there  lump crabmeat delicious.
5133,Oprah,"@SmartyJonsey @jonesysgrl_5 @angelarobschild yep. He should have shut  
Veronica down."
5134,Oprah,WOW!!!! Thank you each and every Tweet heart. tweet Friend for making our show  #HavesAndHaveNots not just trend but become 1. #gratitude
5135,Oprah,Heart crushing!  This scene... Don't y'all think?? #HavesAndHaveNots
5136,Oprah,O noooo @Angelarobschild Veronica  what a horrible thing to say to your son. This is so upsetting. #HavesAndHaveNots
5137,Oprah,"Lord, did she say ""speak for yourself""? @Angelarobschild  #HavesAndHaveNots"
5138,Oprah,.@Angelarobschild Veronica so cold and brutal. Hope this scene shows people to themselves. #HavesAndHaveNots
5139,Oprah,@RealPhi11 @owntv watching on HD DirectTv!
5140,Oprah,.@tylerperry here it comes! #HavesandHavesNot
5141,Oprah,"@mzdimples07 drop the bread, sweets, all white stuff.. Vegetables, fish, chicken. Nothing fried. ENJOY!"
5142,Oprah,@cherylaction nope.. But will check it out.
5143,Oprah,Crazy Sexy Life coming up next. checkout the ladies. I loved this idea..all professional women trying to get LIFE right. Their own way.
5144,Oprah,@HavesHaveNot thank you!
5145,Oprah,"@LivingIILove @simplytlainej @owntv @tylerperry not really. He writes. I read, and sometimes ask questions :)"
5146,Oprah,@wileyshow thanks for your support. @OWNTV
5147,Oprah,.@SimplyTlainej @owntv #havesandhavesnots returns new season January. @tylerperry has some doozy scripts written already.
5148,Oprah,@LatoniaPHines @owners o my you've got some catching up to do. These will repeat til new season begins.#havesandhavesnots
5149,Oprah,We're pilot/ testing a new show called CRAZY! SEXY ! LIFE! After #haveandhavenots  let me know what you think Tweethearts.
5150,Oprah,@No1Dallas nope.. No letter.
5151,Oprah,".@LovelymarisaT @iamtikasumpter @john_schneider clever huh? ""Free and clear"". #HavesAndHaveNots"
5152,Oprah,@WWright8 thanks so much.
5153,Oprah,@Auhmileysmilie off carbs... No cake please.
5154,Oprah,"@JustinSteelo high point @MsReneeLawless and the ""9"" speech to @iamtikasumpter. Veronica @Angelarobschild moment tonite. #HavesAndHaveNots"
5155,Oprah,No one should underestimate Veronica @Angelarobschild. She's coming with goods tonite. #HavesandHavesNot
5156,Oprah,"@RichOnOWN @tylerperry ""heads"" and ""inches""! #HavesandHavesNot"
5157,Oprah,@Angelarobschild @iamtikasumpter @tylerperry @only1crystalfox @msreneelawless @aaronoconnell Angela you kill tonight! #HavesAndHaveNots
5158,Oprah,.@SheriSalata @iamtikasumpter Here we GOoo! Let's get ready to Rumble y'all!#HavesAndHaveNots
5159,Oprah,Doing the HOOLA thanking you ALL who've made  butlermovie #1  for 3 weekends! YAY! http://t.co/bjvGgeuyYa
5160,Oprah,@3LWTV @Deadline @PRanganathan yep.. Amazing !
5161,Oprah,.@Deadline @PRanganathan  I think it's time to pull out my HOOLA Hoop! #LeeDanielsTheButler
5162,Oprah,@MissDioroffic @butlermovie I don't have that answer yet.
5163,Oprah,@ibakerC  so far so great with girls in college. Thanks for asking.
5164,Oprah,@PanacheDesai  great seeing it again. New season starts Sept. 22nd. #SuperSoulSunday
5165,Oprah,@3LWTV @DeVonFranklin @PowerfulWill Devon was profoundly inspiring warming up audiences for us @tdjmegafest .
5166,Oprah,@tyre_scruggs @butlermovie So why haven't you seen it?
5167,Oprah,@MalikaGhosh @BishopJakes  stayed thru Thursday night @tdjmegafest  then. Left for Stedman's annual event in New Jersey.
5168,Oprah,@3LWTV @butlermovie you've done your part Lonnell!  Thank you.
5169,Oprah,@CowHugger Michelle tweet me after you've seen it!
5170,Oprah,@1ReneaH @JosephWalker3 @BishopJakes @tdjmegafest  I know it was FANTASTIC!
5171,Oprah,"Happy super Soul Sunday. If you haven't taken a friend to see @butlermovie  yet,This would be a good weekend . Thanx to all who've seen it!"
5172,Oprah,@BishopJakes  @megafest. AWESOME experience!!
5173,Oprah,"Rehearsal w/ @bishopjakes for #lifeclass at #Megafest. Who's gonna be in the house? Tweet, tweet me! http://t.co/bRmgPWLaEV"
5174,Oprah,Backstage with the Presidents Clinton and Carter. #MLK50 http://t.co/8ukjCA7Krm
5175,Oprah,Celebrating MLK  50th anniversary  march at Lincoln memorial. #letFreedomring http://t.co/ku5oQQWGLC
5176,Oprah,Ok y'all back to the UNTETHERED curriculum.. Thanks to you OWNers and Ambassadors for making a great LifeClass with @BreneBrown  g'nite all.
5177,Oprah,"@PaoloPresta @BreneBrown yep as @MastinKipp said to me ""it's not just what she says but HOW she says it that makes her so powerful""."
5178,Oprah,@3LWTV @BreneBrown @PowerfulWill sorry to see our meditations end.. But new ones coming. This  was my favorite so far.
5179,Oprah,@justinmcarey nice green jacket.. Gonna get me one.
5180,Oprah,@Mistys_OWN @BreneBrown what was your aha Misty?
5181,Oprah,@3LWTV @BreneBrown understand. Gratitude is the Rock..the Foundation of my spiritual practice. Vulnerability is and has been a mainstay.
5182,Oprah,@cherylaction @RichOnOWN great thing to do on your birthday Cheryl.
5183,Oprah,"@Wonder_Woman32 no you're not getting old, You're getting wise.📚"
5184,Oprah,@3LWTV @BreneBrown Do you think Vulnerability bigger than Gratitude?
5185,Oprah,@RichOnOWN will be  Zagging tomorrow. thanks Cruse!
5186,Oprah,@cherylaction not just Happy.. Joy Filled  and GLORIOUS Birthday Wishes to you!
5187,Oprah,@SeanMartinelli get to school son. College is waiting!
5188,Oprah,"@CarpeDiemJBS Jas, Monet showed me   the bracelet and the thank you I never mailed. tHank you!"
5189,Oprah,@CarpeDiemJBS nice highlights Jas!
5190,Oprah,@PRanganathan in bed reading your curriculum for UNTETHERED SOUL. EXCELLENT!! Thank you so much!You just saved me sooo much time! #grateful
5191,Oprah,"Lifeclassers...now that you've seen part 1 with @BreneBrown, how is vulnerability going to show up in your life. Tweet me, use #Lifeclass"
5192,Oprah,With @BreneBrown getting ready to tape #Lifeclass. Tweet us your Instagram videos...use… http://t.co/EmcBS5u6YU
5193,Oprah,@kenlikebarbie @CarpeDiemJBS @BreneBrown @OWNTV gonna be a good time #LifecClass
5194,Oprah,.@katyperry Hearing you Roar! #MTVVMAs
5195,Oprah,@nada0971 Nope!
5196,Oprah,"Loved when Tina said "" These are my GLory days""..not the lights and the stage. So Happy for her happiness! # nextchapter"
5197,Oprah,@tim_sweetiepies @OWNAmbassadors @bmartin2011 Tim did your Mom see how Tina teared up talking about Miss Robbie? #nextchapter
5198,Oprah,@sandyabrams @OnMyOWNworld good Sandy! Like that one.
5199,Oprah,"I believe her when she says the # doesn't mean a thing . Ageless Tina Turner  ""I desire nothing"".
#nextchapter"
5200,Oprah,Didn't you love seeing Beyonce and Tina together!  #nextchapter
5201,Oprah,@kayleighhegart1 agree! She's LEGEND status . and has  earned  it. #nextchapter
5202,Oprah,@T_FutuRe  thanx!
5203,Oprah,@No1ElseBuTCarl @MTV @vma @tina  Tina Turner definitely no  faking it there! #nextchapter
5204,Oprah,@maude5555 hotel du Cap .. Nice to go back and be able to afford it . at 22 was out of my league.
5205,Oprah,@MCLambyCakez agree! Beyonce  has that potential!
5206,Oprah,When I was 22 I first went to Hotel du Cap Ferratt with a friend  who had a trust fund. I was making 22k and  couldn't afford a croissant!
5207,Oprah,@3LWTV @RLRestaurant love RL's tell them I'll see them this week.
5208,Oprah,Isn't she stunning at 73 ?Ageless. Tina Turner! #nextchapter
5209,Oprah,.@GarnerScott @hydeparkmom  everything about this episode  with Tina Turner I adore. Where we shot it.  Gorgeous !  #NextChapter
5210,Oprah,Bravo to @meetthepress for the 50th anniversary interview with MLK and Roy Wilkens . #prideanddignity
5211,Oprah,"@Joy_Rizing @butlermovie I spoke to a 93 year old woman in Michigan yesterday from her hospital bed, who just wanted to see @butlermovie ."
5212,Oprah,@3LWTV along with my fresh garden vegetables.
5213,Oprah,@MalikaGhosh @3LWTV nope redoing everything now so it better REFLECTS me!
5214,Oprah,@3LWTV MAJOR! This is what my kitchen looked like yesterday. Started out only changing tile . http://t.co/RiZDKFaVTN
5215,Oprah,@3LWTV @butlermovie @NateBerkus still out of my house.
5216,Oprah,@MalikaGhosh @AskAprilJ new season for SSS starts Sept22.  let's bring more  people to watch.  That's a🙏goal. #SuperSoulSunday
5217,Oprah,@3LWTV @butlermovie you've done your box office share 4 Times! Thanx friend.
5218,Oprah,.@AskAprilJ @SuperSoulSunday @NateBerkus @OWNTV that's what layered conversation does. You get new meaning. Thanks ! #happySuperSoulSunday
5219,Oprah,Morning Super Soulers thanks to you ALL who've made @butlermovie #1 again this weekend. Time to bring out my Hoola Hoop!
5220,Oprah,.@Patriots1stLady thanks so much . I'm loving that you and so many others are loving @butlermovie
5221,Oprah,@sarahsittingdow good for you. Your job is to flip the negative all the time.
5222,Oprah,@DevlinHuxtable was that a twitch?
5223,Oprah,.@jillienp everyONE who's interested.
5224,Oprah,"Every interested in being ""simply the best"" at age 73 watch Tina interview tomorrow. #nextchapter"
5225,Oprah,@MalikaGhosh @brenebrown looking forward to LIFECLASS with @BreneBrown
5226,Oprah,@MalikaGhosh @iyanlavanzant so frustrating that parent of GROWN gay kids still don't get that it's not a choice! #FixMyLife
